,Polygon,Overpass
269,"['106.7379096441843,79.41907222290493', '102.1263310254461,80.44934760943632', '89.00220886902528,77.83188849993466', '80.61086357746945,74.8348141038398', '74.90669135635605,71.64231781517539', '70.77995820896835,68.33977376771715', '67.63260264330934,64.96982378270828', '65.12647583765164,61.55553334280191', '63.05947688206905,58.11029085746888', '61.30455019730607,54.64233843298976', '59.77821670052151,51.15701273118025', '58.423498180883,47.65792863548694', '57.20019697073482,44.14764079203944', '56.07911711591419,40.62803165048061', '55.03849376958569,37.10054855913071', '54.06171015578453,33.56635365001442', '53.13579002853842,30.0264213834778', '52.2503724104054,26.48160349805798', '51.39703271968583,22.93267106374579', '50.56873645130316,19.38034629245775', '49.75948332584531,15.82532200303511', '48.96402795431401,12.26827548200082', '48.17766292071763,8.709877894976257', '47.39604397999043,5.150800680480283', '46.72243744633929,2.08059435958598', '47.98783190764015,1.7990294203112', '49.25281685755905,1.516591977486953', '49.93308618349622,4.586450849184621', '50.73188165294196,8.144309310442813', '51.54588464146914,11.70055622523603', '52.37995618549736,15.25442916535268', '53.2395375900576,18.80512850359171', '54.13085902785943,22.3518049965237', '55.06120370113295,25.89354183963055', '56.0392518285438,29.42932892714997', '57.07553141717196,32.95802645898635', '58.18306358440954,36.47831147685629', '59.37821941291622,39.98860228616135', '60.68196070397371,43.4869476091429', '62.12164295796819,46.97086213360761', '63.7336972312571,50.43707754366977', '65.56772276637587,53.88115583896925', '67.69290113182001,57.29687071364297', '70.20833230050215,60.67518373142563', '73.26015408925096,64.00248434294828', '77.07055002805944,67.257438585442', '81.98727704099713,70.40511148389847', '88.5651852965625,73.38561341891992', '97.67530831605647,76.09227409228451', '110.5194155163039,78.33407409533889', '106.7379096441843,79.41907222290493']",2020-04-01
270,"['45.77472286350817,-8.21958126780279', '44.49540387468892,-7.93392626940074', '43.68119796059393,-11.48703603420302', '42.84738678115576,-15.03682161527113', '41.9885904296674,-18.58250591335727', '41.0986631271934,-22.12326797684944', '40.44991967789761,-24.61153707783964', '41.84934382969635,-24.91344581618906', '43.25574377761935,-25.20228514631125', '43.84986516249889,-22.70866116447704', '44.67397034132537,-19.1615686358316', '45.47966627205169,-15.61086068043755', '46.27211375209284,-12.05718953541091', '47.0559568714064,-8.501207077003224', '45.77472286350817,-8.21958126780279']",2020-04-01
271,"['102.0808391425277,81.12391020382808', '99.35164718066152,82.37171708588082', '78.06449288575469,80.60204144917863', '64.52409442794823,78.02075766643817', '55.89436019070831,75.04161974382153', '50.05359832823713,71.85878966424444', '45.84440016692563,68.56193940472809', '42.64443609307176,65.19560743000085', '40.1030442383396,61.78377208788699', '38.01139431500009,58.34029125943588', '36.23865452968592,54.87366099874036', '34.69910221144118,51.38936507759041', '33.33435519873119,47.89110842200192', '32.10331031345002,44.38150203988434', '30.9761685222586,40.86246454693104', '29.93075215368954,37.33546688888865', '28.95015521266054,33.80168672864603', '28.02119721103185,30.26210862747089', '27.13337676492819,26.71759050403065', '26.27814464190238,23.16890843410999', '25.44837566060946,19.6167877282283', '24.6380225112382,16.06192204269092', '23.84179789626927,12.50498932301569', '23.05496437421773,8.946660928032653', '22.27315832124311,5.38760813092867', '21.49224120616449,1.828506672304458', '20.70816799145608,-1.729959816434115', '19.91686357729589,-5.287096762926715', '19.1140992253748,-8.842195264186222', '18.29536103533233,-12.39452762342668', '17.45570228741659,-15.943340869829', '16.58957050821398,-19.48784744159785', '15.69058540818673,-23.02721292138861', '14.75126983181088,-26.56053534290577', '13.76521581764239,-30.07807092600152', '15.23717313737875,-30.38919126045454', '16.71860182763368,-30.68376857678836', '17.60513411185758,-27.15607252725934', '18.46079504636102,-23.61445872091123', '19.29051365698371,-20.06839564735397', '20.1003983283929,-16.51854938902341', '20.8957770858422,-12.96557356244188', '21.68139969271757,-9.410119504372934', '22.46163706785086,-5.852843027409154', '23.24062715635331,-2.294409110210326', '24.02240512091146,1.26450459667143', '24.81102685008768,4.823204749269837', '25.61069194273335,8.380979055069441', '26.42587406005255,11.93709205658255', '27.26146722251533,15.49077914161899', '28.12295825501079,19.04123780550475', '29.01663806800211,22.58761493087032', '29.94986541468481,26.1289885714714', '30.93143131233886,29.66434129409257', '31.97201511546828,33.1925226682656', '33.0848268933928,36.71219524612295', '34.28649872080433,40.22175667335411', '35.59835424710577,43.71922594879141', '37.04825749432429,47.2020745321501', '38.67336902188125,50.6669701857807', '40.52435920470842,54.10937839702211', '42.67202350618556,57.52292336827694', '45.21795198983784,60.89832938243097', '48.3122566994932,64.2215930609938', '52.18366876586368,67.47069687071372', '57.19081388883149,70.60947588242853', '63.90606500620944,73.57576365074752', '73.22475685423689,76.25862226103946', '86.36094815452464,78.4598153993753', '104.137991377727,79.8615499869908', '102.0808391425277,81.12391020382808']",2020-04-01
272,"['94.64248904261368,81.48000752547151', '94.83885575288241,82.78727174797909', '68.02373562729727,82.03818370004738', '48.87395527235437,80.01011219865883', '43.78259838987292,79.06899070413307', '48.50967797197976,78.15291232906519', '52.54387442984478,77.1701027478877', '57.46856278123925,77.96880041187961', '74.09637948608182,79.60613963029586', '94.49807929613013,80.17308288236241', '94.64248904261368,81.48000752547151']",2020-04-01
273,"['30.32338491885664,72.24758251774972', '26.48679448070647,72.8677416764609', '21.85322949643205,69.60027836159335', '18.3851187059001,66.25238662428515', '15.66550788385779,62.8529229902836', '13.45031688901929,59.41821811229661', '11.58890860937469,55.95811398237982', '9.983877784095455,52.47886730803985', '8.569633433025064,48.98464762808858', '7.300476826622857,45.47835304579805', '6.143570345197553,41.96208543012992', '5.07465810932135,38.43743564534998', '4.075384229591335,34.90566017497346', '3.131536303192534,31.36779548412915', '2.231866749791048,27.824733413659', '1.367280511929918,24.2772717825545', '0.5302608365391391,20.72614875378281', '-0.2855470627786103,17.17206630575226', '-1.08564600647919,13.61570626198239', '-1.874931003985024,10.05774172928656', '-2.65785709384981,6.498842979821596', '-3.157420716914718,4.221502564133846', '-1.889852535563282,3.940369969075046', '-0.6231839330822305,3.657325278108448', '-0.115518867837174,5.934137119213229', '0.6884946232312238,9.491472940638355', '1.50950106895447,13.04691219805446', '2.352557057486887,16.59967954673389', '3.223375464560254,20.14895832767079', '4.128550467341152,23.69387622168885', '5.075848533374449,27.23348467643072', '6.074591036024785,30.76672943111284', '7.136168982002901,34.29240837555158', '8.274750489614076,37.80911107978078', '9.508273879067641,41.31513126321884', '10.85987186039883,44.80833836877553', '12.35996039545876,48.28598568922799', '14.04936860689394,51.74441804721486', '15.9841827369037,55.17861101965993', '18.24342423609317,58.5814229209559', '20.94149392624459,61.94234688403042', '24.249042117416,65.2453259183046', '28.4285213172592,68.46477923770128', '33.89453678144631,71.55808168419551', '30.32338491885664,72.24758251774972']",2020-04-01
274,"['-6.174726376658215,-15.27032296097672', '-7.488611739226323,-14.97951759533447', '-7.749350330485586,-16.06912790717347', '-6.428139948572549,-16.36092823456152', '-5.10286070002782,-16.64450543507655', '-4.857086019534338,-15.55348567037172', '-6.174726376658215,-15.27032296097672']",2020-04-01
275,"['-11.78087758422776,-36.78016871166084', '-13.36571258600608,-36.45443275944417', '-13.72244586593902,-37.53066803864084', '-12.11496481114098,-37.85939606709663', '-10.49316081756925,-38.16615418542955', '-10.18256384131596,-37.08477897567954', '-11.78087758422776,-36.78016871166084']",2020-04-01
276,"['67.98974030622526,81.47813569255141', '67.92615642688973,82.78507233983818', '41.43401712689614,81.94447122847733', '22.79342296306555,79.85977030729138', '11.08297475518284,77.12319479904079', '7.881613641276726,76.00683427116788', '12.23097693833747,75.2686459099512', '16.15394668916151,74.45731786721571', '19.62359469258025,75.46299627055355', '31.43545932995798,77.84261924241662', '47.77640058514892,79.53356996567638', '68.03654218127906,80.17145637391894', '67.98974030622526,81.47813569255141']",2020-04-01
277,"['-6.473518686187799,62.86085191569354', '-9.188817933419232,63.29643076818422', '-11.45951807153706,59.86564568492918', '-13.36049664577729,56.40842895811781', '-14.99458390601358,52.93139815022451', '-15.22811177960846,52.39244092543797', '-13.18213331090605,52.04308402578558', '-11.17004029243722,51.65897988842241', '-10.88961131453375,52.1916771035474', '-8.917743395986907,55.6222557412857', '-6.608935379201641,59.02031382286749', '-3.842897779147497,62.37477423518474', '-6.473518686187799,62.86085191569354']",2020-04-01
278,"['-23.94480156844035,17.71800540955436', '-25.27191594935493,18.00028022178265', '-26.05022532907322,14.55595706486471', '-24.74581292502521,14.27466223566119', '-23.44484118256145,13.98632194388021', '-22.62210405216918,17.42688838748834', '-23.94480156844035,17.71800540955436']",2020-04-01
279,"['43.50606463751399,81.48042209090328', '43.56399582451029,82.78775998140813', '16.91699781330989,81.98886773530846', '0.9853128719036496,80.38643392167825', '5.611929963835724,79.36199834672743', '9.41381754473419,78.28207440656004', '23.1352816850769,79.56799323494977', '43.46347039458727,80.1734449431346', '43.50606463751399,81.48042209090328']",2020-04-01
280,"['-12.42461407592663,75.44480175327426', '-16.8041400164534,76.19158382647719', '-23.51525051196616,73.07097047348118', '-28.24316792732293,69.81006432384137', '-31.04764879338602,67.23195647179351', '-27.95451636239269,66.74063483390084', '-24.99024509165366,66.1913622932187', '-21.61846841782049,68.66506326532551', '-16.05187518295973,71.74831763259623', '-8.484152944605466,74.62485168257462', '-12.42461407592663,75.44480175327426']",2020-04-01
281,"['-51.80477168081863,5.906135743400846', '-53.07594005507844,6.187006789741247', '-53.8567055368223,2.627857240434654', '-54.63971949700299,-0.9308117163056914', '-55.42903965986841,-4.488308238274942', '-56.22884921731465,-8.043926986315389', '-57.04358585460066,-11.59694496946438', '-57.87808532272366,-15.1466156908757', '-58.73774947211313,-18.69216065085338', '-59.62875128962052,-22.2327570149137', '-60.55829378020731,-25.76751986142032', '-61.53494065436058,-29.29547663181335', '-62.56907521447448,-32.81553176362736', '-63.67350413377191,-36.3264143321742', '-64.86429972332898,-39.82660397082774', '-66.1620012519237,-43.31422317770513', '-67.59335414153519,-46.78687796639522', '-69.19389069697529,-50.24141741559721', '-71.01185510221096,-53.67356165624331', '-72.52687005698721,-56.18184855276856', '-70.259911888188,-56.60748269022', '-67.94317106848502,-56.99109944606298', '-66.69654160828618,-54.44527555298519', '-65.19012253906548,-50.97135351030267', '-63.85078045533348,-47.48336626903609', '-62.63961924325255,-43.98372632657088', '-61.52831099255053,-40.47420748910776', '-60.49568617634734,-36.95617053043079', '-59.52554625333414,-33.43070641653659', '-58.60521722478758,-29.89872974591127', '-57.7245620722763,-26.36104107591061', '-56.87529964244128,-22.81836895055924', '-56.05052766200747,-19.27139880102958', '-55.24433680372599,-15.72079289018963', '-54.45154993920733,-12.16720365786294', '-53.66751028999698,-8.611282932792578', '-52.88791008290978,-5.053688208542921', '-52.10864555060463,-1.49508702390623', '-51.32568750636581,2.06383970998345', '-50.53495863617712,5.622394697048446', '-51.80477168081863,5.906135743400846']",2020-04-01
282,"['18.71799858497869,81.48090963700221', '18.84398731391333,82.7883329423793', '5.134093624907763,82.60921496849458', '7.011022199885437,81.32808554204492', '8.40647549727796,80.04054512490437', '18.62535158153264,80.17386865769689', '18.71799858497869,81.48090963700221']",2020-04-01
283,"['-6.236620537152112,80.69076012233393', '-9.916343951451394,81.87394397544448', '-28.1937067567549,79.74982481103541', '-39.66979518461579,76.99402518906717', '-47.12502889354697,73.9275274583745', '-52.28867885737273,70.69701636892059', '-56.08579338305603,67.37175567166898', '-58.26403105699841,64.94233340358714', '-55.40259044633525,64.48581475352947', '-52.64134917721964,63.97579795300735', '-49.99979841830835,66.32612733514533', '-45.44865120715304,69.50955130147764', '-39.42413163357205,72.54668167389465', '-31.15722558171107,75.34748927126401', '-19.52282375312558,77.74998756138801', '-3.38982271862562,79.47872991540562', '-6.236620537152112,80.69076012233393']",2020-04-01
284,"['-59.54300249964099,59.18117845705865', '-61.97971790165167,59.57890744026627', '-63.85515222872648,56.11982856682221', '-65.47049428377318,52.64136981690186', '-66.89248449907403,49.14777499614429', '-68.16757545180897,45.6419901401103', '-69.32910544314176,42.1261477684568', '-69.72894044339046,40.84356626874299', '-68.06610518753607,40.53502570080964', '-66.41951987704044,40.20296212861837', '-65.95604007432375,41.47822516461634', '-64.59827334336806,44.97077465980262', '-63.09037678312784,48.4476174445677', '-61.39092671152748,51.90504563477367', '-59.44295915644415,55.33795453006349', '-57.16613937496346,58.7390795079282', '-59.54300249964099,59.18117845705865']",2020-04-01
285,"['-72.62298529717381,24.59015838817534', '-74.013430133437,24.8761306100112', '-74.85462799191423,21.32557539017011', '-75.67360903305305,17.77194407972706', '-76.47600151849511,14.21592102025999', '-77.26679068060619,10.65818033871205', '-78.05048988962945,7.099392095912756', '-78.83132857826071,3.540229405048573', '-79.61338104966977,-0.01862828001531756', '-80.40069271576513,-3.576492034575685', '-81.19740268984755,-7.132660325485718', '-81.62805547574007,-9.030120172884661', '-80.34475598098747,-9.316441868461281', '-79.05927221392633,-9.59818523779226', '-78.64222765242721,-7.699424154142164', '-77.86309910150102,-4.14150731060409', '-77.08327138617331,-0.5827571669468153', '-76.2987145875377,2.976141455762817', '-75.50531932011889,6.534486545893618', '-74.69877120722742,10.09155527819995', '-73.8744140306847,13.64659905377336', '-73.02709503738051,17.19883634222422', '-72.15096984976857,20.7474422457437', '-71.23926899727005,24.29153323249707', '-72.62298529717381,24.59015838817534']",2020-04-01
286,"['-9.150755911936118,81.47666654778978', '-9.498674476451079,82.78334298928486', '-35.5998952463799,81.83672402661767', '-53.69164845186096,79.69274483505151', '-65.0491610562955,76.92726667386719', '-72.43738468493245,73.85586110714179', '-77.56204982614989,70.62262374507229', '-81.33517661430147,67.29571307393108', '-84.25452717266047,63.91005380048658', '-86.60651550620624,60.48498480724351', '-88.56513998768494,57.03194933370779', '-90.24137718325767,53.55810879037559', '-91.70905714506317,50.06816783109161', '-93.0191189496813,46.56535617804842', '-94.20784059849648,43.05198616387023', '-95.30179889077735,39.52978455397877', '-96.32096142167313,36.0000970687997', '-97.28065847263497,32.46401762515361', '-98.19295513575622,28.92247653516257', '-99.06754263238321,25.37629646672066', '-99.91237594319546,21.82623115048948', '-100.7341324736511,18.27299178696163', '-101.1908853702937,16.26219385137365', '-99.87592743952651,15.98047844608663', '-98.56488209196515,15.69083508256276', '-98.08032085413953,17.69925432977796', '-97.19961551786442,21.24727894503534', '-96.28228867960932,24.79065821384815', '-95.32013841207743,28.32841447592553', '-94.3032649301913,31.85945287942379', '-93.21950385851868,35.38251428280955', '-92.05364217291691,38.89610752446758', '-90.78632104742009,42.39841187556262', '-89.39241165600399,45.88713027791047', '-87.83866662671105,49.35927182685784', '-86.08014497973434,52.8108159862696', '-84.05464911942265,56.23617983534997', '-81.67384332400714,59.62734637697076', '-78.80866557865325,62.97238427714006', '-75.26475803163866,66.25283093666855', '-70.74048750641855,69.43886956936125', '-64.75651275376336,72.48010821267347', '-56.55150591782149,75.28769956796064', '-45.00759279048503,77.70178064774457', '-28.98191999736781,79.44971165653169', '-8.894830511970906,80.17017424668188', '-9.150755911936118,81.47666654778978']",2020-04-01
